"Unique ID","Sales Date","Deposit Date","Store ID","Retek Code","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
2771411,,2024-11-04,,,57139,5713900679,"AXIS Cash",CBRAL,21413.00
2771412,,2024-11-04,,,57163,5716300508,"AXIS Cash",CBRAL,3000.00
2771413,,2024-11-04,,,57164,5716400522,"AXIS Cash",CBRAL,26150.00
2771414,,2024-11-04,,,85491,64796452,"AXIS Cash",BANGL,128020.00
2767910,,2024-11-04,,,57625,57625,"AXIS Cash",AJMER,19240.00
2768104,,2024-11-04,,,57513,80330111,"AXIS Cash",KOTA,21000.00
2768105,,2024-11-02,,,57749,4310014,"AXIS Cash",CHNDI,1600.00
2768106,,2024-11-02,,,57754,32094774,"AXIS Cash",PURNI,6000.00
2768107,,2024-11-02,,,57124,60458812,"AXIS Cash",GUWAH,11700.00
2767889,,2024-11-02,,,87636,376,"AXIS Cash",DELHI,7370.00
2773301,,2024-11-02,,,,,SBICASHMIS,,178500.00
2772679,,2024-11-02,,,,,SBICASHMIS,,18500.00
2771920,,2024-11-02,,,,,SBICASHMIS,,155200.00
2771921,,2024-11-02,,,,,SBICASHMIS,,85860.00
2771922,,2024-11-02,,,,,SBICASHMIS,,272500.00
2771923,,2024-11-02,,,,,SBICASHMIS,,46800.00
2771200,,2024-11-02,,,87301,61725105,"AXIS Cash",CHNDI,600.00
2771201,,2024-11-02,,,57147,74914649,"AXIS Cash",BHUBA,2000.00
2771202,,2024-11-02,,,57263,80377025,"AXIS Cash",RANCH,5000.00
2771203,,2024-11-02,,,57127,80684493,"AXIS Cash",JAMSH,100.00
2771204,,2024-11-02,,,57847,80734457,"AXIS Cash",PANAJ,520.00
2771205,,2024-11-02,,,57508,82702022,"AXIS Cash",INDOR,3500.00
2771206,,2024-11-02,,,57220,82707060,"AXIS Cash",BHOPA,2630.00
2771207,,2024-11-02,,,57134,82845646,"AXIS Cash",BANGL,4680.00
2771208,,2024-11-02,,,57115,91358238,"AXIS Cash",HYDER,20070.00
2771209,,2024-11-02,,,57531,91720692,"AXIS Cash",CHNDI,13880.00
2771210,,2024-11-02,,,57128,571280699,"AXIS Cash",MUMBA,20150.00
2771211,,2024-11-02,,,57184,571840078,"AXIS Cash",CALIC,995.00
2771212,,2024-11-02,,,57217,2721700424,"AXIS Cash",DELHI,3000.00
2771213,,2024-11-02,,,57111,5711100827,"AXIS Cash",CHENN,5100.00
2771214,,2024-11-02,,,57129,5712900717,"AXIS Cash",BANGL,29600.00
2771215,,2024-11-02,,,57144,5714400483,"AXIS Cash",CHENN,19680.00
2771216,,2024-11-02,,,57160,5716000443,"AXIS Cash",COIMB,15563.00
2771217,,2024-11-02,,,57168,5716800520,"AXIS Cash",DELHI,17620.00
2771218,,2024-11-02,,,57193,5719300429,"AXIS Cash",TRIVA,2925.00
2771219,,2024-11-02,,,57197,5719700241,"AXIS Cash",PATNA,7000.00
2771220,,2024-11-02,,,57279,5727900405,"AXIS Cash",DELHI,4100.00
2771221,,2024-11-02,,,57292,5729200227,"AXIS Cash",DELHI,18700.00
2771222,,2024-11-02,,,57543,5754300499,"AXIS Cash",DELHI,2558.00
2771223,,2024-11-02,,,57543,5754300500,"AXIS Cash",DELHI,10612.00
2771224,,2024-11-02,,,57787,5778700426,"AXIS Cash",CALCU,2800.00
2771225,,2024-11-02,,,57867,5786700236,"AXIS Cash",HYDER,9333.00
2771226,,2024-11-02,,,57883,5788300432,"AXIS Cash",DURGA,250.00
2771227,,2024-11-02,,,87652,8765200495,"AXIS Cash",AMBAL,14000.00
2771228,,2024-11-02,,,57153,644185,"AXIS Cash",CBRAL,11250.00
2771229,,2024-11-02,,,57183,79942123,"AXIS Cash",CBRAL,2000.00
2771230,,2024-11-02,,,57139,5713900678,"AXIS Cash",CBRAL,16986.00
2771231,,2024-11-02,,,57163,5716300507,"AXIS Cash",CBRAL,2000.00
2771232,,2024-11-02,,,57180,5718000791,"AXIS Cash",CBRAL,10.00
2771233,,2024-11-02,,,57180,5718000792,"AXIS Cash",CBRAL,3874.00
2771234,,2024-11-02,,,57180,5718000793,"AXIS Cash",CBRAL,4327.00
2771235,,2024-11-02,,,57180,5718000794,"AXIS Cash",CBRAL,5113.00
2771236,,2024-11-02,,,57180,5718000795,"AXIS Cash",CBRAL,1060.00
2771237,,2024-11-02,,,57280,5728000452,"AXIS Cash",CBRAL,21975.00
2771912,,2024-11-01,,,,,SBICASHMIS,,475200.00
2771913,,2024-11-01,,,,,SBICASHMIS,,60600.00
2771914,,2024-11-01,,,,,SBICASHMIS,,193900.00
2771915,,2024-11-01,,,,,SBICASHMIS,,10500.00
2771916,,2024-11-01,,,,,SBICASHMIS,,42120.00
2771917,,2024-11-01,,,,,SBICASHMIS,,518750.00
2771918,,2024-11-01,,,,,SBICASHMIS,,75750.00
2771919,,2024-11-01,,,,,SBICASHMIS,,28500.00
2771628,,2024-11-01,,,,,SBICASHMIS,,88870.00
2771629,,2024-11-01,,,,,SBICASHMIS,,21000.00
2771630,,2024-11-01,,,,,SBICASHMIS,,173540.00
2767890,,2024-11-01,,,57116,2725187,"AXIS Cash",KOCHI,3500.00
2767891,,2024-11-01,,,57135,57135007,"AXIS Cash",HYDER,7531.00
2767892,,2024-11-01,,,57833,57592377,"AXIS Cash",SRIGA,1000.00
2767893,,2024-11-01,,,87301,61725104,"AXIS Cash",CHNDI,2250.00
2767894,,2024-11-01,,,57761,61830113,"AXIS Cash",NAVSA,25892.00
2767895,,2024-11-01,,,57749,74310013,"AXIS Cash",CHNDI,4400.00
2767896,,2024-11-01,,,57147,74914648,"AXIS Cash",BHUBA,9000.00
2767897,,2024-11-01,,,57127,80684492,"AXIS Cash",JAMSH,6680.00
2767898,,2024-11-01,,,57847,80734456,"AXIS Cash",PANAJ,5540.00
2767899,,2024-11-01,,,57792,301112024,"AXIS Cash",AHDBD,8570.00
2767900,,2024-11-01,,,57792,401112024,"AXIS Cash",AHDBD,16417.00
2767901,,2024-11-01,,,57189,571890787,"AXIS Cash",HYDER,8443.00
2767902,,2024-11-01,,,57111,5711100825,"AXIS Cash",CHENN,9500.00
2767903,,2024-11-01,,,57111,5711100826,"AXIS Cash",CHENN,1800.00
2767904,,2024-11-01,,,57160,5716000442,"AXIS Cash",COIMB,12364.00
2767905,,2024-11-01,,,57167,5716700824,"AXIS Cash",AHDBD,2100.00
2767906,,2024-11-01,,,57167,5716700825,"AXIS Cash",AHDBD,3500.00
2767907,,2024-11-01,,,57168,5716800519,"AXIS Cash",DELHI,4350.00
2767908,,2024-11-01,,,57184,5718400782,"AXIS Cash",CALIC,768.00
2767909,,2024-11-01,,,57184,5718400783,"AXIS Cash",CALIC,519.00
2768310,,2024-11-01,,,57190,5719000496,"AXIS Cash",SURAT,106540.00
2768311,,2024-11-01,,,57217,5721700423,"AXIS Cash",DELHI,2300.00
2768312,,2024-11-01,,,57279,5727900404,"AXIS Cash",DELHI,4700.00
2768313,,2024-11-01,,,57292,5729200226,"AXIS Cash",DELHI,2400.00
2768314,,2024-11-01,,,57621,5762100378,"AXIS Cash",AHDBD,21912.00
2768315,,2024-11-01,,,57787,5778700424,"AXIS Cash",CALCU,1000.00
2768316,,2024-11-01,,,57787,5778700425,"AXIS Cash",CALCU,2666.00
2768317,,2024-11-01,,,57883,5788300431,"AXIS Cash",DURGA,1740.00
2767878,,2024-10-31,,,57120,79142771,"AXIS Cash",BANGL,2955.00
2767879,,2024-10-31,,,57505,79921751,"AXIS Cash",BANGL,3800.00
2767880,,2024-10-31,,,57128,5712800698,"AXIS Cash",MUMBA,8684.00
2767881,,2024-10-31,,,57129,5712900716,"AXIS Cash",BANGL,3752.00
2767882,,2024-10-31,,,57133,5713300830,"AXIS Cash",NASIK,35980.00
2767883,,2024-10-31,,,57154,5715400603,"AXIS Cash",PUNE,860.00
2767884,,2024-10-31,,,57185,5718500725,"AXIS Cash",PUNE,3900.00
2767885,,2024-10-31,,,57188,5718800603,"AXIS Cash",PUNE,5410.00
2767886,,2024-10-31,,,57845,5784500262,"AXIS Cash",MUMBA,420.00
2767887,,2024-10-31,,,57183,79942122,"AXIS Cash",CBRAL,2200.00
2767888,,2024-10-31,,,57163,5716300506,"AXIS Cash",CBRAL,1500.00
2771631,,2024-10-31,,,,,SBICASHMIS,,82500.00
2771910,,2024-10-31,,,,,SBICASHMIS,,18500.00
2771898,,2024-10-30,,,,,SBICASHMIS,,301700.00
2771899,,2024-10-30,,,,,SBICASHMIS,,253450.00
2771900,,2024-10-30,,,,,SBICASHMIS,,19750.00
2771901,,2024-10-30,,,,,SBICASHMIS,,183500.00
2771902,,2024-10-30,,,,,SBICASHMIS,,118000.00
2771903,,2024-10-30,,,,,SBICASHMIS,,152800.00
2771904,,2024-10-30,,,,,SBICASHMIS,,739800.00
2771905,,2024-10-30,,,,,SBICASHMIS,,61000.00
2771906,,2024-10-30,,,,,SBICASHMIS,,106200.00
2771907,,2024-10-30,,,,,SBICASHMIS,,3000.00
2771908,,2024-10-30,,,,,SBICASHMIS,,4250.00
2771909,,2024-10-30,,,,,SBICASHMIS,,31000.00
2768157,,2024-10-30,,,85491,64796451,"AXIS Cash",BANGL,7150.00
2768089,,2024-10-30,,,57543,5754300498,"AXIS Cash",DELHI,1380.00
2768090,,2024-10-30,,,57625,5762500480,"AXIS Cash",AJMER,4886.00
2768091,,2024-10-30,,,57638,5763800402,"AXIS Cash",RAJKO,4875.00
2768092,,2024-10-30,,,57653,5765300396,"AXIS Cash",JAIPU,1200.00
2768093,,2024-10-30,,,57748,5774800316,"AXIS Cash",UDAIP,79.00
2768094,,2024-10-30,,,57787,5778700423,"AXIS Cash",CALCU,1000.00
2768095,,2024-10-30,,,57794,5779400419,"AXIS Cash",DEHRA,3550.00
2768096,,2024-10-30,,,57883,5788300430,"AXIS Cash",DURGA,1320.00
2768097,,2024-10-30,,,87652,8765200494,"AXIS Cash",AMBAL,4000.00
2768098,,2024-10-30,,,57126,5648928,"AXIS Cash",CBRAL,14363.00
2768099,,2024-10-30,,,57152,60792865,"AXIS Cash",CBRAL,1358.00
2768100,,2024-10-30,,,57157,62542364,"AXIS Cash",CBRAL,3800.00
2768101,,2024-10-30,,,57139,5713900677,"AXIS Cash",CBRAL,1259.00
2768102,,2024-10-30,,,57161,5716100706,"AXIS Cash",CBRAL,12481.00
2768103,,2024-10-30,,,57163,5716300505,"AXIS Cash",CBRAL,2500.00
2767775,,2024-10-30,,,57156,393,"AXIS Cash",CHENN,1218.00
2767776,,2024-10-30,,,57267,1062464,"AXIS Cash",HUBLI,20600.00
2767777,,2024-10-30,,,57267,1062466,"AXIS Cash",HUBLI,3900.00
2767778,,2024-10-30,,,57116,2725186,"AXIS Cash",KOCHI,5120.00
2767779,,2024-10-30,,,57134,2845645,"AXIS Cash",BANGL,16800.00
2767780,,2024-10-30,,,57174,5084625,"AXIS Cash",BANGL,1300.00
2767781,,2024-10-30,,,57129,6669211,"AXIS Cash",BANGL,9170.00
2767782,,2024-10-30,,,57815,30784800,"AXIS Cash",JAIPU,3000.00
2767783,,2024-10-30,,,57754,32094773,"AXIS Cash",PURNI,3000.00
2767784,,2024-10-30,,,57621,57621003,"AXIS Cash",AHDBD,8122.00
2767785,,2024-10-30,,,57792,57621004,"AXIS Cash",AHDBD,599.00
2767786,,2024-10-30,,,57839,58753079,"AXIS Cash",SIKAR,2000.00
2767787,,2024-10-30,,,57124,60458809,"AXIS Cash",GUWAH,3900.00
2767788,,2024-10-30,,,57890,60983669,"AXIS Cash",GORAK,9700.00
2767789,,2024-10-30,,,87301,61725103,"AXIS Cash",CHNDI,2200.00
2767790,,2024-10-30,,,57761,61830112,"AXIS Cash",NAVSA,9317.00
2767791,,2024-10-30,,,57147,74914647,"AXIS Cash",BHUBA,5500.00
2767792,,2024-10-30,,,57167,80226852,"AXIS Cash",AHDBD,3750.00
2767793,,2024-10-30,,,57513,80330110,"AXIS Cash",KOTA,3490.00
2767794,,2024-10-30,,,57127,80684491,"AXIS Cash",JAMSH,4230.00
2767795,,2024-10-30,,,57847,80734455,"AXIS Cash",PANAJ,410.00
2767796,,2024-10-30,,,57108,81026138,"AXIS Cash",MYSOR,3000.00
2767797,,2024-10-30,,,57146,82646985,"AXIS Cash",MANGR,3910.00
2767798,,2024-10-30,,,57509,82702158,"AXIS Cash",INDOR,3000.00
2767799,,2024-10-30,,,57220,82707059,"AXIS Cash",BHOPA,19600.00
2767800,,2024-10-30,,,57115,91358237,"AXIS Cash",HYDER,5310.00
2767801,,2024-10-30,,,57531,91720691,"AXIS Cash",CHNDI,2626.00
2767802,,2024-10-30,,,57110,5711000701,"AXIS Cash",BAREI,20000.00
2767803,,2024-10-30,,,57111,5711100824,"AXIS Cash",CHENN,25600.00
2773589,,2024-10-30,,,,,SBICASHMIS,,32750.00
2767804,,2024-10-30,,,57128,5712800697,"AXIS Cash",MUMBA,7160.00
2767805,,2024-10-30,,,57133,5713300829,"AXIS Cash",NASIK,7282.00
2767806,,2024-10-30,,,57135,5713500586,"AXIS Cash",HYDER,899.00
2767807,,2024-10-30,,,57137,5713700584,"AXIS Cash",HYDER,2993.00
2767808,,2024-10-30,,,57144,5714400482,"AXIS Cash",CHENN,2150.00
2767809,,2024-10-30,,,57154,5715400602,"AXIS Cash",PUNE,2140.00
2771959,,2024-10-30,,,,,SBICASHMIS,,396030.00
2767810,,2024-10-30,,,57159,5715900150,"AXIS Cash",BANGL,500.00
2767811,,2024-10-30,,,57184,5718400781,"AXIS Cash",CALIC,399.00
2767812,,2024-10-30,,,57185,5718500724,"AXIS Cash",PUNE,500.00
2767813,,2024-10-30,,,57188,5718800602,"AXIS Cash",PUNE,1550.00
2767814,,2024-10-30,,,57189,5718900786,"AXIS Cash",HYDER,5233.00
2767815,,2024-10-30,,,57191,5719100241,"AXIS Cash",AHDBD,28772.00
2767816,,2024-10-30,,,57194,5719400497,"AXIS Cash",LUCKN,65400.00
2767817,,2024-10-30,,,57197,5719700240,"AXIS Cash",PATNA,5000.00
2767818,,2024-10-30,,,57200,5720000258,"AXIS Cash",LUCKN,5900.00
2767819,,2024-10-30,,,57292,5729200225,"AXIS Cash",DELHI,7900.00
2771951,,2024-10-29,,,,,SBICASHMIS,,54500.00
2771952,,2024-10-29,,,,,SBICASHMIS,,70250.00
2771953,,2024-10-29,,,,,SBICASHMIS,,1162830.00
2771954,,2024-10-29,,,,,SBICASHMIS,,105300.00
2771955,,2024-10-29,,,,,SBICASHMIS,,389000.00
2771956,,2024-10-29,,,,,SBICASHMIS,,109100.00
2771957,,2024-10-29,,,,,SBICASHMIS,,49750.00
2771958,,2024-10-29,,,,,SBICASHMIS,,110700.00
2768133,,2024-10-29,,,57184,5718400780,"AXIS Cash",CALIC,899.00
2768134,,2024-10-29,,,57185,5718500723,"AXIS Cash",PUNE,1500.00
2768135,,2024-10-29,,,57188,5718800601,"AXIS Cash",PUNE,4700.00
2768136,,2024-10-29,,,57190,5719000495,"AXIS Cash",SURAT,22294.00
2768137,,2024-10-29,,,57193,5719300428,"AXIS Cash",TRIVA,7993.00
2768138,,2024-10-29,,,57199,5719900771,"AXIS Cash",MYSOR,1916.00
2768139,,2024-10-29,,,57279,5727900402,"AXIS Cash",DELHI,6000.00
2768140,,2024-10-29,,,57543,5754300497,"AXIS Cash",DELHI,8100.00
2768141,,2024-10-29,,,57621,5762100376,"AXIS Cash",AHDBD,12195.00
2768142,,2024-10-29,,,57625,5762500479,"AXIS Cash",AJMER,14334.00
2768143,,2024-10-29,,,57638,5763800401,"AXIS Cash",RAJKO,7118.00
2768144,,2024-10-29,,,57653,5765300395,"AXIS Cash",JAIPU,7850.00
2768145,,2024-10-29,,,57748,5774800315,"AXIS Cash",UDAIP,3549.00
2768146,,2024-10-29,,,57787,5778700422,"AXIS Cash",CALCU,500.00
2768147,,2024-10-29,,,57791,5779100393,"AXIS Cash",BANGL,1800.00
2768148,,2024-10-29,,,57791,5779100394,"AXIS Cash",BANGL,9200.00
2768149,,2024-10-29,,,57883,5788300429,"AXIS Cash",DURGA,330.00
2768150,,2024-10-29,,,57153,644182,"AXIS Cash",CBRAL,14720.00
2768151,,2024-10-29,,,57126,5648927,"AXIS Cash",CBRAL,8345.00
2768152,,2024-10-29,,,57157,62542363,"AXIS Cash",CBRAL,1600.00
2768153,,2024-10-29,,,57139,5713900676,"AXIS Cash",CBRAL,558.00
2768154,,2024-10-29,,,57161,5716100704,"AXIS Cash",CBRAL,41582.00
2768155,,2024-10-29,,,57164,5716400520,"AXIS Cash",CBRAL,15850.00
2768156,,2024-10-29,,,57280,5728000451,"AXIS Cash",CBRAL,449.00
2768032,,2024-10-29,,,57792,291020249,"AXIS Cash",AHDBD,28670.00
2768033,,2024-10-29,,,57150,571500262,"AXIS Cash",TRIVA,1117.00
2768034,,2024-10-29,,,57110,5711000700,"AXIS Cash",BAREI,70.00
2768035,,2024-10-29,,,57111,5711100823,"AXIS Cash",CHENN,4530.00
2768036,,2024-10-29,,,57128,5712800696,"AXIS Cash",MUMBA,1000.00
2768037,,2024-10-29,,,57129,5712900714,"AXIS Cash",BANGL,3590.00
2768038,,2024-10-29,,,57133,5713300828,"AXIS Cash",NASIK,11873.00
2768039,,2024-10-29,,,57154,5715400604,"AXIS Cash",PUNE,1900.00
2768040,,2024-10-29,,,57160,5716000441,"AXIS Cash",COIMB,9221.00
2768041,,2024-10-29,,,57165,5716500292,"AXIS Cash",REWA,25200.00
2768042,,2024-10-29,,,57167,5716700822,"AXIS Cash",AHDBD,13010.00
2768043,,2024-10-29,,,57168,5716808518,"AXIS Cash",DELHI,60200.00
2768011,,2024-10-29,,,85491,64696110,"AXIS Cash",BANGL,28500.00
2768012,,2024-10-29,,,87636,375,"AXIS Cash",DELHI,1800.00
2768013,,2024-10-29,,,57116,2725185,"AXIS Cash",KOCHI,480.00
2768014,,2024-10-29,,,57754,32094772,"AXIS Cash",PURNI,4000.00
2768015,,2024-10-29,,,57867,57867235,"AXIS Cash",HYDER,200.00
2768016,,2024-10-29,,,57839,58753078,"AXIS Cash",SIKAR,5000.00
2768017,,2024-10-29,,,57124,60458808,"AXIS Cash",GUWAH,16415.00
2768018,,2024-10-29,,,57890,60983668,"AXIS Cash",GORAK,3623.00
2768019,,2024-10-29,,,87301,61725102,"AXIS Cash",CHNDI,8200.00
2768020,,2024-10-29,,,57761,61830111,"AXIS Cash",NAVSA,25713.00
2768021,,2024-10-29,,,57749,74310012,"AXIS Cash",CHNDI,600.00
2768022,,2024-10-29,,,57147,74914646,"AXIS Cash",BHUBA,5500.00
2768023,,2024-10-29,,,57120,79142770,"AXIS Cash",BANGL,100.00
2768024,,2024-10-29,,,57513,80330109,"AXIS Cash",KOTA,7500.00
2768025,,2024-10-29,,,57847,80734454,"AXIS Cash",PANAJ,2650.00
2768026,,2024-10-29,,,57108,81026137,"AXIS Cash",MYSOR,7000.00
2768027,,2024-10-29,,,57267,81062465,"AXIS Cash",HUBLI,2800.00
2768028,,2024-10-29,,,57146,82646984,"AXIS Cash",MANGR,1380.00
2768029,,2024-10-29,,,57220,82707058,"AXIS Cash",BHOPA,2200.00
2768030,,2024-10-29,,,57134,82845644,"AXIS Cash",BANGL,9935.00
2768031,,2024-10-29,,,57115,91358236,"AXIS Cash",HYDER,17500.00
2771930,,2024-10-29,,,,,SBICASHMIS,,243920.00
2771931,,2024-10-29,,,,,SBICASHMIS,,136500.00
2771932,,2024-10-29,,,,,SBICASHMIS,,226350.00
2771933,,2024-10-29,,,,,SBICASHMIS,,78010.00
2771934,,2024-10-29,,,,,SBICASHMIS,,34750.00
2771935,,2024-10-29,,,,,SBICASHMIS,,300550.00
2772680,,2024-10-29,,,,,SBICASHMIS,,69560.00
2773085,,2024-10-28,,,,,SBICASHMIS,,15500.00
2773086,,2024-10-28,,,,,SBICASHMIS,,1570550.00
2773087,,2024-10-28,,,,,SBICASHMIS,,187540.00
2771896,,2024-10-28,,,,,SBICASHMIS,,629200.00
2771897,,2024-10-28,,,,,SBICASHMIS,,121510.00
2771646,,2024-10-28,,,,,SBICASHMIS,,1144900.00
2767966,,2024-10-28,,,57191,5719100240,"AXIS Cash",AHDBD,32305.00
2767967,,2024-10-28,,,57199,5719900767,"AXIS Cash",MYSOR,1867.00
2767968,,2024-10-28,,,57199,5719900768,"AXIS Cash",MYSOR,4306.00
2767969,,2024-10-28,,,57199,5719900769,"AXIS Cash",MYSOR,10293.00
2767970,,2024-10-28,,,57199,5719900770,"AXIS Cash",MYSOR,3035.00
2767971,,2024-10-28,,,57200,5720000257,"AXIS Cash",LUCKN,11000.00
2767972,,2024-10-28,,,57217,5721700422,"AXIS Cash",DELHI,3000.00
2767973,,2024-10-28,,,57279,5727900401,"AXIS Cash",DELHI,12750.00
2767974,,2024-10-28,,,57292,5729200224,"AXIS Cash",DELHI,14600.00
2767975,,2024-10-28,,,57543,5754300496,"AXIS Cash",DELHI,24700.00
2767976,,2024-10-28,,,57621,5762100375,"AXIS Cash",AHDBD,92342.00
2767977,,2024-10-28,,,57625,5762500478,"AXIS Cash",AJMER,6043.00
2767978,,2024-10-28,,,57638,5763800400,"AXIS Cash",RAJKO,29620.00
2767979,,2024-10-28,,,57653,5765300394,"AXIS Cash",JAIPU,4720.00
2767980,,2024-10-28,,,57748,5774800313,"AXIS Cash",UDAIP,7539.00
2767981,,2024-10-28,,,57748,5774800314,"AXIS Cash",UDAIP,6604.00
2767982,,2024-10-28,,,57787,5778700420,"AXIS Cash",CALCU,6700.00
2767983,,2024-10-28,,,57787,5778700421,"AXIS Cash",CALCU,1500.00
2767984,,2024-10-28,,,57794,5779400414,"AXIS Cash",DEHRA,599.00
2767985,,2024-10-28,,,57794,5779400415,"AXIS Cash",DEHRA,4377.00
2767986,,2024-10-28,,,57794,5779400416,"AXIS Cash",DEHRA,12701.00
2767987,,2024-10-28,,,57794,5779400417,"AXIS Cash",DEHRA,6071.00
2767988,,2024-10-28,,,57794,5779400418,"AXIS Cash",DEHRA,21227.00
2767989,,2024-10-28,,,57815,5781500433,"AXIS Cash",JAIPU,13620.00
2767990,,2024-10-28,,,57845,5784500261,"AXIS Cash",MUMBA,500.00
2767991,,2024-10-28,,,57867,5786700234,"AXIS Cash",HYDER,2611.00
2767992,,2024-10-28,,,57883,5788300428,"AXIS Cash",DURGA,480.00
2767993,,2024-10-28,,,87636,8763600374,"AXIS Cash",DELHI,3910.00
2767994,,2024-10-28,,,87652,8765200493,"AXIS Cash",AMBAL,16600.00
2767995,,2024-10-28,,,57153,644181,"AXIS Cash",CBRAL,16820.00
2767996,,2024-10-28,,,57162,2099147,"AXIS Cash",CBRAL,10900.00
2767997,,2024-10-28,,,57126,5648926,"AXIS Cash",CBRAL,78790.00
2767998,,2024-10-28,,,57280,46890370,"AXIS Cash",CBRAL,6960.00
2767999,,2024-10-28,,,57180,47341357,"AXIS Cash",CBRAL,7066.00
2768000,,2024-10-28,,,57152,60792864,"AXIS Cash",CBRAL,542.00
2768001,,2024-10-28,,,57130,60963650,"AXIS Cash",CBRAL,24020.00
2768002,,2024-10-28,,,57157,62542362,"AXIS Cash",CBRAL,33500.00
2768003,,2024-10-28,,,57183,79942121,"AXIS Cash",CBRAL,2550.00
2768004,,2024-10-28,,,57131,82896176,"AXIS Cash",CBRAL,38000.00
2768005,,2024-10-28,,,57139,571390675,"AXIS Cash",CBRAL,1417.00
2768006,,2024-10-28,,,57180,5178000789,"AXIS Cash",CBRAL,2302.00
2768007,,2024-10-28,,,57139,5713900675,"AXIS Cash",CBRAL,3577.00
2768008,,2024-10-28,,,57163,5716300504,"AXIS Cash",CBRAL,500.00
2768009,,2024-10-28,,,57180,5718000788,"AXIS Cash",CBRAL,2500.00
2767911,,2024-10-28,,,57116,2725184,"AXIS Cash",KOCHI,6020.00
2767912,,2024-10-28,,,57134,2845643,"AXIS Cash",BANGL,9300.00
2767913,,2024-10-28,,,57174,5084623,"AXIS Cash",BANGL,5340.00
2767914,,2024-10-28,,,57754,32094771,"AXIS Cash",PURNI,6000.00
2767915,,2024-10-28,,,57833,57592376,"AXIS Cash",SRIGA,3500.00
2767916,,2024-10-28,,,57839,58753077,"AXIS Cash",SIKAR,28000.00
2767917,,2024-10-28,,,57124,60458807,"AXIS Cash",GUWAH,64000.00
2767918,,2024-10-28,,,57890,60983667,"AXIS Cash",GORAK,16800.00
2767919,,2024-10-28,,,57761,61830110,"AXIS Cash",NAVSA,1366.00
2767920,,2024-10-28,,,57609,64645329,"AXIS Cash",BANGL,16600.00
2767921,,2024-10-28,,,57528,71890099,"AXIS Cash",KOTA,24000.00
2767922,,2024-10-28,,,57749,74310011,"AXIS Cash",CHNDI,21400.00
2767923,,2024-10-28,,,57147,74914645,"AXIS Cash",BHUBA,23000.00
2767924,,2024-10-28,,,57120,79142769,"AXIS Cash",BANGL,2750.00
2767925,,2024-10-28,,,57513,80330108,"AXIS Cash",KOTA,10500.00
2767926,,2024-10-28,,,57263,80377024,"AXIS Cash",RANCH,15000.00
2767927,,2024-10-28,,,57127,80684490,"AXIS Cash",JAMSH,12600.00
2767928,,2024-10-28,,,57847,80734453,"AXIS Cash",PANAJ,15010.00
2767929,,2024-10-28,,,57108,81026136,"AXIS Cash",MYSOR,20100.00
2767930,,2024-10-28,,,57187,81049959,"AXIS Cash",BANGL,11000.00
2767931,,2024-10-28,,,57146,82646983,"AXIS Cash",MANGR,16230.00
2767932,,2024-10-28,,,57508,82702021,"AXIS Cash",INDOR,14500.00
2767933,,2024-10-28,,,57509,82702157,"AXIS Cash",INDOR,10000.00
2767934,,2024-10-28,,,57220,82707057,"AXIS Cash",BHOPA,14237.00
2767935,,2024-10-28,,,57115,91358235,"AXIS Cash",HYDER,45700.00
2767936,,2024-10-28,,,57531,91720690,"AXIS Cash",CHNDI,2455.00
2767937,,2024-10-28,,,57159,571590014,"AXIS Cash",BANGL,4700.00
2767938,,2024-10-28,,,57110,5711000699,"AXIS Cash",BAREI,12200.00
2767939,,2024-10-28,,,57111,5711100821,"AXIS Cash",CHENN,7150.00
2767940,,2024-10-28,,,57111,5711100822,"AXIS Cash",CHENN,10730.00
2767941,,2024-10-28,,,57128,5712800695,"AXIS Cash",MUMBA,20000.00
2767942,,2024-10-28,,,57129,5712900713,"AXIS Cash",BANGL,20080.00
2767943,,2024-10-28,,,57133,5713300825,"AXIS Cash",NASIK,6070.00
2767944,,2024-10-28,,,57133,5713300826,"AXIS Cash",NASIK,24250.00
2767945,,2024-10-28,,,57133,5713300827,"AXIS Cash",NASIK,16970.00
2767946,,2024-10-28,,,57135,5713500585,"AXIS Cash",HYDER,839.00
2767947,,2024-10-28,,,57137,5713700582,"AXIS Cash",HYDER,399.00
2767948,,2024-10-28,,,57137,5713700583,"AXIS Cash",HYDER,2956.00
2767949,,2024-10-28,,,57144,5714400481,"AXIS Cash",CHENN,22650.00
2767950,,2024-10-28,,,57150,5715000261,"AXIS Cash",TRIVA,1398.00
2767951,,2024-10-28,,,57154,5715440600,"AXIS Cash",PUNE,20120.00
2767952,,2024-10-28,,,57167,5715700819,"AXIS Cash",AHDBD,14410.00
2767953,,2024-10-28,,,57159,5715900149,"AXIS Cash",BANGL,4000.00
2767954,,2024-10-28,,,57160,5716000440,"AXIS Cash",COIMB,26665.00
2767955,,2024-10-28,,,57167,5716700820,"AXIS Cash",AHDBD,22430.00
2767956,,2024-10-28,,,57184,5718400777,"AXIS Cash",CALIC,1855.00
2767957,,2024-10-28,,,57184,5718400778,"AXIS Cash",CALIC,1213.00
2767958,,2024-10-28,,,57184,5718400779,"AXIS Cash",CALIC,3695.00
2767959,,2024-10-28,,,57185,5718500722,"AXIS Cash",PUNE,30110.00
2767960,,2024-10-28,,,57188,5718800598,"AXIS Cash",PUNE,3250.00
